	Species	Genes	Brucella abortus 2308	Brucella canis ATCC 23365	Brucella ceti TE10759-12	Brucella microti CCM 4915	Brucella suis 1330	mean ZH-Score
906	5	5	WP_002967036.1	WP_002967036.1	WP_002967036.1	WP_002967036.1	WP_002967036.1	2269.8057000000003
957	5	5	WP_002964231.1	WP_002967690.1	WP_002967690.1	WP_015799632.1	WP_002967690.1	2268.874111764706
2588	5	5	WP_002965050.1	WP_004691115.1	WP_006173472.1	WP_002967992.1	WP_006190973.1	2264.006
1997	5	5	WP_002963987.1	WP_004690771.1	WP_006174077.1	WP_002963987.1	WP_004690771.1	2263.018811111111
1645	5	5	WP_002967258.1	WP_004689071.1	WP_004689071.1	WP_004689071.1	WP_004689071.1	2254.825
2857	5	5	WP_002971209.1	WP_002971209.1	WP_002971209.1	WP_002971209.1	WP_006278949.1	2254.0868
54	5	5	WP_002963614.1	WP_002963614.1	WP_002963614.1	WP_002963614.1	WP_002963614.1	2253.8641736842105
876	5	5	WP_002966703.1	WP_002966703.1	WP_006173811.1	WP_002966703.1	WP_002966703.1	2250.510447619047
745	5	5	WP_002966149.1	WP_002966149.1	WP_002966149.1	WP_015799859.1	WP_002966149.1	2247.360060869565
224	5	5	WP_002964259.1	WP_002964259.1	WP_002964259.1	WP_002964259.1	WP_002964259.1	2243.63855
1280	5	5	WP_002964348.1	WP_004683921.1	WP_004683921.1	WP_004683921.1	WP_004683921.1	2242.8188666666665
1655	5	5	WP_002964799.1	WP_004689213.1	WP_004689213.1	WP_004689213.1	WP_004689213.1	2241.3426142857143
1739	5	5	WP_002966552.1	WP_004689947.1	WP_002968219.1	WP_002968219.1	WP_004689947.1	2240.807342857143
1218	5	5	WP_002967249.1	WP_006133402.1	WP_004682158.1	WP_004682158.1	WP_004682158.1	2240.461494117647
870	5	5	WP_002966676.1	WP_002966676.1	WP_006173713.1	WP_002966676.1	WP_002966676.1	2240.0980384615386
285	5	5	WP_002964421.1	WP_002964421.1	WP_002964421.1	WP_002964421.1	WP_002964421.1	2237.774166666666
1403	5	5	WP_002965807.1	WP_004687136.1	WP_004687136.1	WP_004687136.1	WP_004687136.1	2237.539096296296
469	5	5	WP_002965055.1	WP_002965055.1	WP_002965055.1	WP_002965055.1	WP_002965055.1	2236.793421428572
726	5	5	WP_002966091.1	WP_002966091.1	WP_002966091.1	WP_002966091.1	WP_002966091.1	2236.535586666667
2729	5	5	WP_002966146.1	WP_004690168.1	WP_006175556.1	WP_002966146.1	WP_006191923.1	2234.0458125
2736	5	5	WP_002966096.1	WP_006134648.1	WP_004688985.1	WP_041594747.1	WP_006191958.1	2230.734602857143
97	5	5	WP_002963810.1	WP_002963810.1	WP_002963810.1	WP_002963810.1	WP_002963810.1	2229.600023076923
1328	5	5	WP_004684613.1	WP_004684613.1	WP_004684613.1	WP_004684613.1	WP_004684613.1	2228.835391666667
299	5	5	WP_002964497.1	WP_002964497.1	WP_006174446.1	WP_002964497.1	WP_002964497.1	2224.7194666666674
2123	5	5	WP_002965251.1	WP_004691195.1	WP_004687813.1	WP_004687813.1	WP_004691195.1	2221.521516129032
2242	5	5	WP_002966269.1	WP_004692436.1	WP_006175659.1	WP_002966269.1	WP_004692436.1	2219.258237037037
288	5	5	WP_002964434.1	WP_002964434.1	WP_002964434.1	WP_002964434.1	WP_002964434.1	2218.7560166666667
1654	5	5	WP_002964786.1	WP_004689211.1	WP_006174716.1	WP_004689211.1	WP_004689211.1	2218.4839714285713
1500	5	5	WP_002963454.1	WP_004687968.1	WP_004687968.1	WP_012783857.1	WP_004687968.1	2209.216952
280	5	5	WP_002964399.1	WP_002964399.1	WP_006174374.1	WP_002964399.1	WP_002964399.1	2208.444757142857
2023	5	5	WP_002966830.1	WP_004690855.1	WP_002966830.1	WP_002966830.1	WP_004690855.1	2206.523541666667
1957	5	5	WP_002963716.1	WP_004690660.1	WP_004689540.1	WP_004689540.1	WP_004690660.1	2203.6541349999998
2018	5	5	WP_002964168.1	WP_004690843.1	WP_006174214.1	WP_004688359.1	WP_004690843.1	2200.5818750000003
380	5	5	WP_002964773.1	WP_002964773.1	WP_002964773.1	WP_002964773.1	WP_002964773.1	2199.88162
470	5	5	WP_002965058.1	WP_002965058.1	WP_002965058.1	WP_002965058.1	WP_002965058.1	2199.2557000000006
1841	5	5	WP_002967245.1	WP_004690321.1	WP_006170987.1	WP_004682189.1	WP_004690321.1	2198.9828749999997
2506	5	5	WP_002969393.1	WP_004691813.1	WP_002969393.1	WP_041594694.1	WP_006190230.1	2195.9043333333334
215	5	5	WP_002964221.1	WP_002964221.1	WP_006174256.1	WP_002964221.1	WP_002964221.1	2195.454675
1456	5	5	WP_002969258.1	WP_004689918.1	WP_006175978.1	WP_004687618.1	WP_004687618.1	2192.1036
1110	5	5	WP_002969539.1	WP_002970947.1	WP_002970947.1	WP_002970947.1	WP_002970947.1	2187.236242857143
2301	5	5	WP_002964381.1	WP_004690922.1	WP_023598543.1	WP_002964381.1	WP_006070962.1	2174.861291666666
1238	5	5	WP_002963518.1	WP_004690570.1	WP_006172817.1	WP_012783871.1	WP_004682966.1	2174.7755846153846
337	5	5	WP_002964621.1	WP_002964621.1	WP_002964621.1	WP_002964621.1	WP_002964621.1	2173.344342857143
721	5	5	WP_002966074.1	WP_002966074.1	WP_002966074.1	WP_002966074.1	WP_002966074.1	2173.3158526315788
202	5	5	WP_002964125.1	WP_002964125.1	WP_002964125.1	WP_002964125.1	WP_002964125.1	2170.7472000000002
452	5	5	WP_002965003.1	WP_002965003.1	WP_002965003.1	WP_002965003.1	WP_002965003.1	2168.2356727272736
167	5	5	WP_002964030.1	WP_002964030.1	WP_006174109.1	WP_015799593.1	WP_002964030.1	2167.717796551724
1979	5	5	WP_002963864.1	WP_004691913.1	WP_002963864.1	WP_002963864.1	WP_004690722.1	2166.50789375
44	5	5	WP_002963582.1	WP_002963582.1	WP_002963582.1	WP_002963582.1	WP_002963582.1	2165.840544
1206	5	5	WP_002966057.1	WP_004681889.1	WP_006175489.1	WP_004681889.1	WP_004681889.1	2164.6776458333334
379	5	5	WP_002964767.1	WP_002964767.1	WP_002964767.1	WP_002964767.1	WP_002964767.1	2163.9247
2211	5	5	WP_002965045.1	WP_004692102.1	WP_004687710.1	WP_004687710.1	WP_004692102.1	2161.307876923077
770	5	5	WP_002966292.1	WP_004690076.1	WP_002966292.1	WP_002966292.1	WP_002966292.1	2159.9744111111117
2605	5	5	WP_002970425.1	WP_006071823.1	WP_006173553.1	WP_006071823.1	WP_006191074.1	2156.0527
1129	5	5	WP_002971298.1	WP_006133602.1	WP_002971298.1	WP_012783782.1	WP_002971298.1	2147.743676923077
842	5	5	WP_002966556.1	WP_004692632.1	WP_002966556.1	WP_002966556.1	WP_002966556.1	2144.208893333334
933	5	5	WP_002967360.1	WP_004692469.1	WP_002967360.1	WP_002967360.1	WP_002967360.1	2141.8874611111114
1025	5	5	WP_002967259.1	WP_002968505.1	WP_006161896.1	WP_002968505.1	WP_002968505.1	2141.74339
1171	5	5	WP_002972210.1	WP_002972210.1	WP_006175916.1	WP_002972210.1	WP_002972210.1	2138.951188235294
2033	5	5	WP_002964263.1	WP_004690886.1	WP_004685676.1	WP_004685676.1	WP_004690886.1	2134.49115
2675	5	5	WP_002967173.1	WP_004692587.1	WP_006175866.1	WP_006162286.1	WP_006191620.1	2133.084144444444
2788	5	5	WP_002965721.1	WP_004687093.1	WP_004687093.1	WP_004687093.1	WP_006192204.1	2126.7801333333337
2744	5	5	WP_002968965.1	WP_004692256.1	WP_006175484.1	WP_002968965.1	WP_006191992.1	2122.691525
1604	5	5	WP_002966573.1	WP_004688788.1	WP_006274605.1	WP_004688788.1	WP_004688788.1	2122.649296551724
1944	5	5	WP_002963641.1	WP_004690622.1	WP_004688067.1	WP_004688067.1	WP_004690622.1	2117.1984714285713
1711	5	5	WP_002964242.1	WP_004689726.1	WP_004689726.1	WP_015799636.1	WP_004689726.1	2116.9754300000004
148	5	5	WP_002963970.1	WP_002963970.1	WP_002963970.1	WP_002963970.1	WP_002963970.1	2115.981033333333
1648	5	5	WP_002965775.1	WP_004690339.1	WP_004689104.1	WP_015799936.1	WP_004689104.1	2115.41205
19	5	5	WP_002963510.1	WP_002963510.1	WP_006173747.1	WP_002963510.1	WP_002963510.1	2115.1052923076923
405	5	5	WP_002964849.1	WP_002964849.1	WP_002964849.1	WP_002964849.1	WP_002964849.1	2112.1252
1874	5	5	WP_002965595.1	WP_004690412.1	WP_004689173.1	WP_004689173.1	WP_004690412.1	2108.9978
882	5	5	WP_002966765.1	WP_002966765.1	WP_006174038.1	WP_002966765.1	WP_002966765.1	2108.84008
1638	5	5	WP_002966027.1	WP_006133817.1	WP_006175473.1	WP_004689015.1	WP_004689015.1	2107.134959090909
1890	5	5	WP_002964776.1	WP_004690454.1	WP_002964776.1	WP_002964776.1	WP_004690454.1	2106.5810222222226
681	5	5	WP_002965876.1	WP_002965876.1	WP_006641768.1	WP_002965876.1	WP_002965876.1	2106.087646153846
813	5	5	WP_002966436.1	WP_004692550.1	WP_006175823.1	WP_012783794.1	WP_002966436.1	2105.976625925926
1322	5	5	WP_002967019.1	WP_004684507.1	WP_006173491.1	WP_004684507.1	WP_004684507.1	2104.2846000000004
969	5	5	WP_002964541.1	WP_002967802.1	WP_006161218.1	WP_015799679.1	WP_002967802.1	2102.453255555555
1525	5	5	WP_002963828.1	WP_004688181.1	WP_006173990.1	WP_004688181.1	WP_004688181.1	2096.5353545454545
1125	5	5	WP_002971240.1	WP_002971240.1	WP_006175482.1	WP_006175482.1	WP_002971240.1	2091.23256
165	5	5	WP_002964021.1	WP_002964021.1	WP_006161065.1	WP_002964021.1	WP_002964021.1	2086.6827888888893
903	5	5	WP_002967018.1	WP_004691132.1	WP_006173490.1	WP_002967018.1	WP_002967018.1	2085.569638095238
2339	5	5	WP_002969355.1	WP_004692389.1	WP_006175614.1	WP_006171580.1	WP_006073520.1	2084.914376
719	5	5	WP_002966070.1	WP_002966070.1	WP_002966070.1	WP_002966070.1	WP_002966070.1	2079.2139777777784
682	5	5	WP_002965878.1	WP_002965878.1	WP_002965878.1	WP_002965878.1	WP_002965878.1	2077.4561370370366
2481	5	5	WP_002968728.1	WP_004690762.1	WP_006174061.1	WP_244395445.1	WP_006190103.1	2077.0370285714284
429	5	5	WP_002964948.1	WP_002964948.1	WP_002964948.1	WP_002964948.1	WP_002964948.1	2075.960428571428
1919	5	5	WP_002966675.1	WP_004690535.1	WP_006173712.1	WP_012783856.1	WP_004690535.1	2075.785253846154
2551	5	5	WP_002966898.1	WP_004690994.1	WP_002966898.1	WP_002966898.1	WP_006190623.1	2072.486636363636
94	5	5	WP_002963807.1	WP_002963807.1	WP_002963807.1	WP_002963807.1	WP_002963807.1	2072.344966666667
2276	5	5	WP_002972153.1	WP_005971898.1	WP_005971898.1	WP_005971898.1	WP_005971898.1	2069.604377777778
1420	5	5	WP_002966105.1	WP_004690184.1	WP_004687310.1	WP_004687310.1	WP_004687310.1	2068.3218129032257
2278	5	5	WP_002969680.1	WP_005974100.1	WP_005974100.1	WP_005974100.1	WP_005974100.1	2067.0652299999997
2726	5	5	WP_002966165.1	WP_002966165.1	WP_002966165.1	WP_002966165.1	WP_006191902.1	2064.654452631579
269	5	5	WP_002964373.1	WP_002964373.1	WP_002964373.1	WP_002964373.1	WP_002964373.1	2064.5717857142854
1418	5	5	WP_002967296.1	WP_004687275.1	WP_004687275.1	WP_004687275.1	WP_004687275.1	2064.2284
2488	5	5	WP_002964011.1	WP_004690782.1	WP_002964011.1	WP_002964011.1	WP_006190130.1	2063.4508416666667
2539	5	5	WP_002964449.1	WP_004691655.1	WP_004690947.1	WP_004690947.1	WP_006190550.1	2063.1768952380944
38	5	5	WP_002963560.1	WP_006133191.1	WP_002963560.1	WP_002963560.1	WP_002963560.1	2058.5875545454546
75	5	5	WP_002963732.1	WP_004690668.1	WP_002963732.1	WP_002963732.1	WP_002963732.1	2057.972
2401	5	5	WP_002966671.1	WP_004692001.1	WP_006160588.1	WP_006160588.1	WP_006160588.1	2056.992033333333
33	5	5	WP_002963553.1	WP_004690584.1	WP_002963553.1	WP_002963553.1	WP_002963553.1	2056.9059652173914
778	5	5	WP_002966332.1	WP_002966332.1	WP_002966332.1	WP_002966332.1	WP_002966332.1	2054.2695857142853
2097	5	5	WP_002965026.1	WP_004691105.1	WP_002965026.1	WP_002965026.1	WP_004691105.1	2054.2657588235293
810	5	5	WP_002966427.1	WP_002966427.1	WP_002966427.1	WP_012783798.1	WP_002966427.1	2053.077382758621
834	5	5	WP_002966530.1	WP_002966530.1	WP_002966530.1	WP_002966530.1	WP_002966530.1	2051.432296
979	5	5	WP_002964768.1	WP_002967883.1	WP_002967883.1	WP_002967883.1	WP_002967883.1	2049.141225
2490	5	5	WP_002964028.1	WP_004688281.1	WP_006161051.1	WP_004688281.1	WP_006190137.1	2045.2116176470586
1650	5	5	WP_002965599.1	WP_004690410.1	WP_006175124.1	WP_015799970.1	WP_004689170.1	2044.0955875
32	5	5	WP_002963552.1	WP_002963552.1	WP_002963552.1	WP_002963552.1	WP_002963552.1	2042.2588181818182
695	5	5	WP_002965961.1	WP_002965961.1	WP_006175429.1	WP_002965961.1	WP_002965961.1	2041.8288437500003
863	5	5	WP_002966646.1	WP_002966646.1	WP_002966646.1	WP_002966646.1	WP_002966646.1	2037.4902999999997
77	5	5	WP_002963736.1	WP_004691941.1	WP_006173916.1	WP_002963736.1	WP_002963736.1	2036.9669111111111
1538	5	5	WP_002963977.1	WP_004688257.1	WP_006641922.1	WP_004688257.1	WP_004688257.1	2036.1149941176473
1340	5	5	WP_002967206.1	WP_004684804.1	WP_004684804.1	WP_004684804.1	WP_004684804.1	2034.3996
1224	5	5	WP_002967218.1	WP_004682317.1	WP_006175231.1	WP_004682317.1	WP_004682317.1	2032.5903800000003
2093	5	5	WP_002964973.1	WP_004691085.1	WP_006160307.1	WP_015799753.1	WP_004691085.1	2029.3496666666665
1834	5	5	WP_002967253.1	WP_004690295.1	WP_006175337.1	WP_004684878.1	WP_004690295.1	2026.7472249999998
757	5	5	WP_002966230.1	WP_002966230.1	WP_002966230.1	WP_002966230.1	WP_002966230.1	2026.242566666667
2189	5	5	WP_002963657.1	WP_006133230.1	WP_004686567.1	WP_012783892.1	WP_004691958.1	2022.6637666666663
9	5	5	WP_002963470.1	WP_002963470.1	WP_002963470.1	WP_002963470.1	WP_002963470.1	2019.9463599999997
2014	5	5	WP_002966819.1	WP_004690827.1	WP_002969100.1	WP_015799612.1	WP_004690827.1	2011.9950599999997
1547	5	5	WP_002966807.1	WP_004688321.1	WP_004688321.1	WP_004688321.1	WP_004688321.1	2007.6253050000003
1180	5	5	WP_002975819.1	WP_002975819.1	WP_006161161.1	WP_002975819.1	WP_002975819.1	2000.7227888888888
655	5	5	WP_002965760.1	WP_006133450.1	WP_002965760.1	WP_002965760.1	WP_002965760.1	1999.143994117647
229	5	5	WP_002964277.1	WP_002964277.1	WP_006174299.1	WP_002964277.1	WP_002964277.1	1998.2298299999998
2812	5	5	WP_002968912.1	WP_004692131.1	WP_002968912.1	WP_002968912.1	WP_006192294.1	1996.707692857143
2206	5	5	WP_002965286.1	WP_004692043.1	WP_004692043.1	WP_004692043.1	WP_004692043.1	1995.5666909090912
2204	5	5	WP_002969522.1	WP_004692024.1	WP_006173635.1	WP_005974075.1	WP_004692024.1	1993.6323999999997
2007	5	5	WP_002966800.1	WP_004691888.1	WP_006174129.1	WP_008934032.1	WP_004690806.1	1992.4289519999998
1965	5	5	WP_011265327.1	WP_004690694.1	WP_002963789.1	WP_002963789.1	WP_004690694.1	1989.0782750000005
1286	5	5	WP_002966871.1	WP_004683971.1	WP_006174414.1	WP_004683971.1	WP_004683971.1	1984.805208333333
2039	5	5	WP_002966850.1	WP_004690899.1	WP_004689744.1	WP_004689744.1	WP_004690899.1	1984.5576176470588
297	5	5	WP_002964477.1	WP_002964477.1	WP_002964477.1	WP_002964477.1	WP_002964477.1	1983.6781428571433
232	5	5	WP_002964286.1	WP_002964286.1	WP_002964286.1	WP_002964286.1	WP_002964286.1	1983.652108
2253	5	5	WP_002969270.1	WP_004692586.1	WP_006175864.1	WP_012783783.1	WP_004692586.1	1981.711675
948	5	5	WP_002966761.1	WP_002967557.1	WP_002967557.1	WP_002967557.1	WP_002967557.1	1980.4708299999998
832	5	5	WP_002966518.1	WP_002966518.1	WP_006175909.1	WP_002966518.1	WP_002966518.1	1978.6975099999995
1217	5	5	WP_002965860.1	WP_004682115.1	WP_004682115.1	WP_004682115.1	WP_004682115.1	1977.9987368421055
489	5	5	WP_002965137.1	WP_002965137.1	WP_006173519.1	WP_002965137.1	WP_002965137.1	1977.5194999999999
1952	5	5	WP_002966716.1	WP_004690651.1	WP_004688103.1	WP_004688103.1	WP_004690651.1	1975.784032
182	5	5	WP_002964060.1	WP_002964060.1	WP_006161037.1	WP_002964060.1	WP_002964060.1	1975.250307142857
296	5	5	WP_002964476.1	WP_004690962.1	WP_002964476.1	WP_002964476.1	WP_002964476.1	1973.410783333333
2654	5	5	WP_002967148.1	WP_002967148.1	WP_002967148.1	WP_002967148.1	WP_006191541.1	1973.1760375000001
1364	5	5	WP_002964284.1	WP_004685681.1	WP_006174304.1	WP_004685681.1	WP_004685681.1	1973.028616666667
2692	5	5	WP_002971946.1	WP_006133664.1	WP_002968302.1	WP_002968302.1	WP_006191747.1	1971.8815437499998
1039	5	5	WP_002968915.1	WP_006133510.1	WP_002968915.1	WP_015799975.1	WP_002968915.1	1967.6340470588236
445	5	5	WP_002964989.1	WP_002964989.1	WP_002964989.1	WP_002964989.1	WP_002964989.1	1967.2633636363637
2179	5	5	WP_002966795.1	WP_004691890.1	WP_002966795.1	WP_002966795.1	WP_004691890.1	1966.6865714285716
2782	5	5	WP_002965803.1	WP_004687135.1	WP_004687135.1	WP_004687135.1	WP_006192165.1	1959.6054222222226
1657	5	5	WP_002964877.1	WP_006132906.1	WP_004689233.1	WP_004689233.1	WP_004689233.1	1958.204342857143
2245	5	5	WP_002966295.1	WP_004692455.1	WP_002966295.1	WP_002966295.1	WP_004692455.1	1958.152532
1889	5	5	WP_002964772.1	WP_004690453.1	WP_004690453.1	WP_004690453.1	WP_004690453.1	1956.3527181818179
565	5	5	WP_002965376.1	WP_002965376.1	WP_002965376.1	WP_041594677.1	WP_002965376.1	1955.548278947368
1793	5	5	WP_002967320.1	WP_004690137.1	WP_004688932.1	WP_004688932.1	WP_004690137.1	1953.730464285714
669	5	5	WP_002965805.1	WP_002965805.1	WP_006641778.1	WP_002965805.1	WP_002965805.1	1946.9212733333334
143	5	5	WP_002963957.1	WP_002963957.1	WP_002963957.1	WP_002963957.1	WP_002963957.1	1943.123317647059
1761	5	5	WP_002968826.1	WP_004690017.1	WP_004688847.1	WP_015799803.1	WP_004690017.1	1942.4668999999997
1749	5	5	WP_002966498.1	WP_004689970.1	WP_006175890.1	WP_004687561.1	WP_004689970.1	1942.233766666667
1693	5	5	WP_002966741.1	WP_004689582.1	WP_004689582.1	WP_004689582.1	WP_004689582.1	1941.8342333333337
694	5	5	WP_002965955.1	WP_002965955.1	WP_006175423.1	WP_002965955.1	WP_002965955.1	1939.479135294118
2817	5	5	WP_002964762.1	WP_004690448.1	WP_006174697.1	WP_015799725.1	WP_006192479.1	1939.376181818182
918	5	5	WP_002967165.1	WP_002967165.1	WP_002967165.1	WP_012783776.1	WP_002967165.1	1939.1214133333333
730	5	5	WP_002966111.1	WP_002966111.1	WP_006175544.1	WP_002966111.1	WP_002966111.1	1934.742075
1057	5	5	WP_002969331.1	WP_002969331.1	WP_002969331.1	WP_002969331.1	WP_002969331.1	1932.1200666666666
1728	5	5	WP_002964574.1	WP_004689835.1	WP_004689835.1	WP_041594730.1	WP_004689835.1	1927.970958333334
2433	5	5	WP_002963633.1	WP_004690618.1	WP_002963633.1	WP_002963633.1	WP_006189939.1	1926.1797555555556
2435	5	5	WP_002963651.1	WP_002963651.1	WP_002963651.1	WP_002963651.1	WP_006189945.1	1925.0647000000004
2019	5	5	WP_002964174.1	WP_004690846.1	WP_002964174.1	WP_002964174.1	WP_004690846.1	1923.9536363636364
2348	5	5	WP_002965833.1	WP_004690308.1	WP_004684868.1	WP_015799923.1	WP_006073923.1	1923.2802
206	5	5	WP_002964154.1	WP_002964154.1	WP_002964154.1	WP_002964154.1	WP_002964154.1	1921.0842411764706
1865	5	5	WP_002965691.1	WP_004690377.1	WP_006175197.1	WP_002965691.1	WP_004690377.1	1920.2041066666668
1016	5	5	WP_002966076.1	WP_002968421.1	WP_002968421.1	WP_002968421.1	WP_002968421.1	1916.3127666666664
450	5	5	WP_002965001.1	WP_002965001.1	WP_006173437.1	WP_002965001.1	WP_002965001.1	1913.9630629629628
2424	5	5	WP_002963538.1	WP_004690577.1	WP_004688014.1	WP_004688014.1	WP_006189873.1	1906.5407727272732
89	5	5	WP_002963791.1	WP_002963791.1	WP_002963791.1	WP_002963791.1	WP_002963791.1	1904.4066322580645
642	5	5	WP_002965711.1	WP_002965711.1	WP_006175224.1	WP_015799952.1	WP_002965711.1	1903.6295400000004
2445	5	5	WP_002963715.1	WP_002963715.1	WP_002963715.1	WP_002963715.1	WP_006189972.1	1899.3670807692308
1619	5	5	WP_002966215.1	WP_004688921.1	WP_004688921.1	WP_004688921.1	WP_004688921.1	1887.103922580645
1397	5	5	WP_002965712.1	WP_006133480.1	WP_004687086.1	WP_004687086.1	WP_004687086.1	1886.5041909090908
1805	5	5	WP_002966109.1	WP_004690181.1	WP_002966109.1	WP_002966109.1	WP_004690181.1	1884.8684866666667
172	5	5	WP_002966790.1	WP_002964038.1	WP_006174112.1	WP_002964038.1	WP_002964038.1	1881.9397714285717
70	5	5	WP_002963712.1	WP_002963712.1	WP_006173889.1	WP_002963712.1	WP_002963712.1	1880.83423125
339	5	5	WP_002964627.1	WP_002964627.1	WP_002964627.1	WP_002964627.1	WP_002964627.1	1879.832872727273
1903	5	5	WP_002964858.1	WP_004690486.1	WP_002964858.1	WP_002964858.1	WP_004690486.1	1878.2745263157894
241	5	5	WP_002964304.1	WP_004691737.1	WP_002964304.1	WP_002964304.1	WP_002964304.1	1875.9076999999997
123	5	5	WP_002966758.1	WP_002963885.1	WP_006642058.1	WP_002963885.1	WP_002963885.1	1875.4618238095236
2101	5	5	WP_002965067.1	WP_004691121.1	WP_002965067.1	WP_002965067.1	WP_004691121.1	1873.83705
1730	5	5	WP_002971392.1	WP_004691567.1	WP_004689842.1	WP_004689842.1	WP_004689842.1	1872.0537500000003
911	5	5	WP_002967073.1	WP_006133060.1	WP_002967073.1	WP_012783818.1	WP_002967073.1	1871.4187000000004
4	5	5	WP_002963444.1	WP_002963444.1	WP_006173711.1	WP_002963444.1	WP_002963444.1	1871.0081555555557
2408	5	5	WP_002963443.1	WP_004690534.1	WP_002963443.1	WP_002963443.1	WP_006189802.1	1871.0081555555557
2219	5	5	WP_002965787.1	WP_004692181.1	WP_006161872.1	WP_004692181.1	WP_004692181.1	1870.897542857143
875	5	5	WP_002966701.1	WP_002966701.1	WP_002966701.1	WP_002966701.1	WP_002966701.1	1870.8791999999999
301	5	5	WP_002964499.1	WP_002964499.1	WP_006174449.1	WP_083766954.1	WP_002964499.1	1868.600911764706
1071	5	5	WP_002969497.1	WP_006132969.1	WP_002969497.1	WP_002969497.1	WP_002969497.1	1867.696423076923
1477	5	5	WP_002965155.1	WP_004692074.1	WP_006173524.1	WP_004687762.1	WP_004687762.1	1866.6293
869	5	5	WP_002966658.1	WP_002966658.1	WP_002966658.1	WP_002966658.1	WP_002966658.1	1864.3806380952385
769	5	5	WP_002966291.1	WP_002966291.1	WP_002966291.1	WP_002966291.1	WP_002966291.1	1863.4887062500002
1239	5	5	WP_002963523.1	WP_004682974.1	WP_006173768.1	WP_012783874.1	WP_004682974.1	1860.585515789474
829	5	5	WP_002966512.1	WP_002966512.1	WP_006175901.1	WP_002966512.1	WP_002966512.1	1854.291846153846
440	5	5	WP_002964979.1	WP_002964979.1	WP_002964979.1	WP_002964979.1	WP_002964979.1	1851.683
1346	5	5	WP_002966401.1	WP_004685103.1	WP_004685103.1	WP_012783803.1	WP_004685103.1	1850.7163166666667
1765	5	5	WP_002966367.1	WP_004692512.1	WP_006162202.1	WP_015799813.1	WP_004690031.1	1850.4691851851853
1984	5	5	WP_002963891.1	WP_004690733.1	WP_041597577.1	WP_004688214.1	WP_004690733.1	1845.254877777778
1158	5	5	WP_002971840.1	WP_002971840.1	WP_002971840.1	WP_002971840.1	WP_002971840.1	1841.8326666666674
999	5	5	WP_002968069.1	WP_002968069.1	WP_002968069.1	WP_002968069.1	WP_002968069.1	1839.94782
1866	5	5	WP_002969291.1	WP_006133485.1	WP_006175176.1	WP_015799956.1	WP_004690390.1	1838.9348736842105
17	5	5	WP_002963498.1	WP_004690557.1	WP_002963498.1	WP_002963498.1	WP_002963498.1	1838.8234428571432
2576	5	5	WP_002964938.1	WP_004691068.1	WP_245590929.1	WP_004689262.1	WP_006190898.1	1837.67265
2056	5	5	WP_002964489.1	WP_004690970.1	WP_004686380.1	WP_004686380.1	WP_004690970.1	1835.086
1816	5	5	WP_002967279.1	WP_004690244.1	WP_006175431.1	WP_002968468.1	WP_004690244.1	1832.7527200000006
978	5	5	WP_002964761.1	WP_002967880.1	WP_002967880.1	WP_002967880.1	WP_002967880.1	1828.5865
2783	5	5	WP_002970577.1	WP_006133438.1	WP_005972478.1	WP_041594760.1	WP_006192176.1	1828.0970363636368
788	5	5	WP_002966365.1	WP_002966365.1	WP_002966365.1	WP_002966365.1	WP_002966365.1	1825.0972400000003
